Date,Open,High,Low,Close,Adj Close,Volume
1.0,50.933750149999995
2.0,53.13600004999999
3.0,55.2197502
4.0,57.340500250000005
5.0,59.49400005
6.0,61.589000125
7.0,63.716750125
8.0,65.789500225
9.0,67.82200029999998
10.0,70.0130003
11.0,72.0867504
12.0,74.21475047499999
13.0,76.28425045
14.0,78.30600032499999
15.0,80.51500035000001
16.0,82.69575045
17.0,84.976750375
18.0,87.55050047499999
19.0,89.8367504
20.0,92.23850037499999
21.0,94.62925032499999
22.0,94.59450032499998
23.0,94.48775042499997
24.0,94.59875029999999
25.0,94.69000014999999
26.0,94.616250225
27.0,94.770500175
28.0,94.8562502
29.0,95.034250075
30.0,95.25775014999999
31.0,95.45475007499999
32.0,95.8762501
33.0,96.15100005
34.0,96.40424997499998
35.0,96.83575002499998
36.0,97.15850012499997
37.0,97.55300007499999
38.0,97.91175005
39.0,97.908499925
40.0,98.168750025
41.0,98.36299994999999
42.0,98.57374995
43.0,98.80900005
44.0,99.151749825
45.0,99.358999825
46.0,99.514749925
47.0,99.9137499
48.0,100.17874987500001
49.0,100.47624970000001
50.0,100.75299989999999
51.0,100.9944998
52.0,101.3694998
53.0,101.46074982500001
54.0,101.620749675
55.0,101.8409996
56.0,102.01824970000001
57.0,102.127749625
58.0,102.0097496
59.0,101.93949965000002
60.0,101.92949982500001
61.0,101.873249625
62.0,101.939749725
63.0,101.99624997499998
64.0,102.04174975
65.0,102.107999775
66.0,102.22099989999998
67.0,102.29399984999998
68.0,102.33349989999999
69.0,102.26949994999998
70.0,102.22775019999999
71.0,102.17600019999999
72.0,102.20000017499999
73.0,102.06250035
74.0,101.97150020000001
75.0,101.9845003
76.0,101.9760004
77.0,101.92375030000001
78.0,101.84325045
79.0,102.01075057499999
80.0,102.02300052499997
81.0,102.17775039999998
82.0,102.38050062499998
83.0,102.46450064999996
84.0,102.55225049999999
85.0,102.814750525
86.0,103.08925059999999
87.0,103.31875062499998
88.0,103.62825074999998
89.0,103.87325082499997
90.0,104.26325097499998
91.0,104.68125099999997
92.0,105.03500084999999
93.0,105.2567509
94.0,105.48175072500001
95.0,105.7602509
96.0,105.94800077500001
97.0,106.237250775
98.0,106.55350099999998
99.0,106.99675089999998
100.0,107.3905007
101.0,107.94200085000003
102.0,108.35425100000002
103.0,108.655500875
104.0,109.008250875
105.0,109.520750875
106.0,110.027751025
107.0,110.4752511
108.0,110.81150102499998
109.0,111.22175089999999
110.0,111.76275087499998
111.0,112.18575082499999
112.0,112.63675067499999
113.0,113.03200059999998
114.0,113.54850049999997
115.0,114.11025052499997
116.0,114.60225034999996
117.0,115.22950044999997
118.0,115.89175057499997
119.0,116.51250042499996
120.0,117.17775044999996
121.0,117.83275057499995
122.0,118.45875039999996
123.0,119.04475024999996
124.0,119.67225019999997
125.0,120.37050019999997
126.0,120.94325029999997
127.0,121.39700014999997
128.0,121.77574999999995
129.0,122.40774994999997
130.0,123.04699994999999
131.0,123.54400007499999
132.0,124.23250010000001
133.0,124.80500012500002
134.0,125.48600025
135.0,126.26875037500001
136.0,126.88475055
137.0,127.52700060000002
138.0,128.164250525
139.0,128.65400062500004
140.0,129.17200067500002
141.0,129.652500525
142.0,130.3020002
143.0,130.83925015000003
144.0,131.389750075
145.0,131.897750275
146.0,132.24675025
147.0,132.661250275
148.0,133.017250225
149.0,133.513250325
150.0,133.86775035
151.0,134.09725054999996
152.0,134.47900044999997
153.0,134.657750475
154.0,134.96900039999997
155.0,135.324250575
156.0,135.440500425
157.0,135.49375034999997
158.0,135.9020002
159.0,136.26350054999997
160.0,136.6707502
161.0,137.13200012500002
162.0,137.60150025000002
163.0,137.83400035000003
164.0,138.1365005
165.0,138.46125082500004
166.0,138.7152507
167.0,138.99450105
168.0,139.07575067500002
169.0,139.2607509
170.0,139.385000925
171.0,139.44425097500002
172.0,139.75075065000004
173.0,139.80625067500003
174.0,140.01925042500002
175.0,140.125750675
176.0,140.14350009999998
177.0,140.19725014999997
178.0,140.81700019999997
179.0,141.04375037499995
180.0,141.21575012499997
181.0,141.353250125
182.0,141.49450035
183.0,141.5705002
184.0,141.79950065
185.0,142.00300062499997
186.0,142.24075047499997
187.0,142.430000675
188.0,142.4942501
189.0,142.731250375
190.0,142.970750425
191.0,143.02200047500003
192.0,143.18450030000002
193.0,143.0452505
194.0,143.08875027500002
195.0,142.89275055000002
196.0,142.6937502
197.0,142.6482504
198.0,142.75325052500003
199.0,142.38500025000002
200.0,141.97650034999998
201.0,141.56825012500002
202.0,141.24700037500003
203.0,140.97300019999997
204.0,140.84775069999998
205.0,140.59950049999995
206.0,140.50575049999998
207.0,140.34075034999998
208.0,140.166250075
209.0,140.0910002
210.0,139.99125007499998
211.0,139.713250175
212.0,139.53125022500004
213.0,139.19325030000002
214.0,139.09400007500003
215.0,138.79150030000005
216.0,138.42975007500004
217.0,138.31550007500005
218.0,138.1590002
219.0,138.01075000000003
220.0,137.86650027500002
221.0,137.943000025
222.0,138.00650042499996
223.0,138.1055002
224.0,138.215500425
225.0,138.25475022499998
226.0,138.34225022499996
227.0,138.24700029999994
228.0,138.17450044999995
229.0,138.28000047499998
230.0,138.47675037499997
231.0,138.55250072499996
232.0,135.19100057499998
233.0,131.82775039999999
234.0,128.67150039999996
235.0,125.37600059999997
236.0,122.09675044999999
237.0,119.135000425
238.0,116.01800060000001
239.0,112.9117506
240.0,109.74050082500003
241.0,106.70825060000001
242.0,103.54700085000005
243.0,100.43725050000002
244.0,97.326500675
245.0,94.16650045
246.0,90.8992504
247.0,87.556000525
